"Identifiant action de formation";"Enseignements de spécialité de classe de 1ère générale";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.46604;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3987;0020031Y;"Lycée Frédéric et Irène Joliot Curie";"1 rue Chanzy";;2500;Hirson;Aisne;Hauts-de-France;Amiens;06/06/2020;13/10/2025
AF.46608;"LLCER anglais / LLCER anglais - monde contemporain / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / sciences de l'ingénieur / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13823;0740082M;"Lycée général et technologique privé Saint-Michel";"27 faubourg des Balmettes";"BP 257";74007;Annecy;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;14/01/2022
AF.46626;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12980;0030072M;"Lycée général privé Saint-Pierre";"26 allée Pierre Berthomier";"BP 138";3304;Cusset;Allier;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;15/01/2025
AF.46631;"sciences économiques et sociales / arts : arts plastiques / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / humanités, littérature et philosophie / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6393;0610026X;"Lycée polyvalent Napoléon";"15 rue des Sports";"BP 207";61306;L'Aigle;Orne;Normandie;Normandie;06/06/2020;01/02/2023
AF.46653;"sciences économiques et sociales / arts : histoire des arts / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2651;0140014P;"Lycée Augustin Fresnel";"77 rue Eustache Restout";"BP 26231";14066;Caen;Calvados;Normandie;Normandie;06/06/2020;06/07/2021
AF.46666;"sciences économiques et sociales / arts : musique / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6103;0440069L;"Lycée Aristide Briand";"10 boulevard Pierre de Coubertin";"BP 418";44606;Saint-Nazaire;Loire-Atlantique;"Pays de la Loire";Nantes;06/06/2020;05/02/2021
AF.46676;"sciences économiques et sociales / arts : arts plastiques / arts : théâtre / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15148;0170027M;"Lycée René-Josué Valin";"Rue Henri Barbusse";"BP 544";17023;"La Rochelle";Charente-Maritime;Nouvelle-Aquitaine;Poitiers;06/06/2020;16/02/2021
AF.46680;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13386;7200583W;"Lycée Paul Vincensini";"Rue de la 4e DMM, Montesoro";;20600;Bastia;Haute-Corse;Corse;Corse;06/06/2020;06/06/2020
AF.46686;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3601;0611249B;"Lycée Institut Croix-des-vents";"55 rue d'Argentré";;61500;Sées;Orne;Normandie;Normandie;06/06/2020;09/03/2021
AF.46698;"sciences économiques et sociales / arts : musique / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13447;0932034F;"Lycée Wolfgang Amadeus Mozart";"10 avenue Charles de Gaulle";"BP 24";93150;"Le Blanc-Mesnil";Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;06/06/2020
AF.46700;"sciences de l'ingénieur / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6681;0622198C;"Lycée polyvalent privé et campus Saint-Joseph";"26 route de Calais";;62280;Saint-Martin-Boulogne;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;13/02/2026
AF.46705;"sciences économiques et sociales / humanités, littérature et philosophie / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12834;0630018C;"Lycée général Blaise Pascal";"36 avenue Carnot";;63037;Clermont-Ferrand;Puy-de-Dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;05/02/2021
AF.46711;"sciences économiques et sociales / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7964;0920131T;"Lycée Auguste Renoir";"137 rue du Ménil";;92600;Asnières-sur-Seine;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.46720;"sciences économiques et sociales / mathématiques / physique-chimie / sciences de la vie et de la Terre / histoire-géographie, géopolitique et sciences politiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8450;0754479L;"Lycée privé Ozar Hatorah";"34 rue du Moulin Joly";;75011;Paris;Paris;Ile-de-France;Paris;06/06/2020;04/07/2024
AF.46726;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER italien / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1071;0280019U;"Lycée Rotrou";"5 rue des Marchebeaux";"CS 50102";28109;Dreux;Eure-et-Loir;"Centre-Val de Loire";Orléans-Tours;06/06/2020;25/03/2024
AF.46734;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14529;9830557N;"Lycée Dick Ukeiwé";"36 promenade de Koutio";"BP 183";98830;Dumbéa;Nouvelle-Calédonie;"Collectivités d'outre-mer";"Collectivités d'Outre Mer";06/06/2020;26/03/2021
AF.46744;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales / LLCER anglais / LLCER espagnol / arts : théâtre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8886;0910622G;"Lycée Geoffroy- Saint-Hilaire";"2-6 avenue Geoffroy-Saint-Hilaire";;91150;Etampes;Essonne;Ile-de-France;Versailles;06/06/2020;16/05/2023
AF.46750;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9601;0820883P;"Lycée polyvalent Claude Nougaro";"376 avenue des lumières";"BP 97";82300;Monteils;Tarn-et-Garonne;Occitanie;Toulouse;06/06/2020;06/02/2025
AF.46758;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain / LLCER espagnol / littérature et langues et cultures de l'Antiquité / humanités, littérature et philosophie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14169;0691654Y;"Lycée Champagnat";"245 rue André Loste";;69590;Saint-Symphorien-sur-Coise;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;19/03/2021
AF.46777;"LLCER anglais / sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12625;9760125G;"Lycée polyvalent Gustave Eiffel de Kahani";;"BP 04";97670;Ouangani;Mayotte;Mayotte;Mayotte;06/06/2020;31/03/2022
AF.47133;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6661;0170020E;"Lycée polyvalent Émile Combes";"9 rue des Cordeliers";"BP 60";17800;Pons;Charente-Maritime;Nouvelle-Aquitaine;Poitiers;06/06/2020;25/02/2025
AF.50405;"mathématiques / physique-chimie / sciences de la vie et de la Terre / histoire-géographie, géopolitique et sciences politiques / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18631;0783293F;"Lycée Les Châtaigniers";"11 bis avenue Jean Jaurès";;78000;Versailles;Yvelines;Ile-de-France;Versailles;06/06/2020;23/02/2026
AF.51828;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17258;0782546U;"Lycée Le Corbusier";"88 rue de Villiers";;78300;Poissy;Yvelines;Ile-de-France;Versailles;06/06/2020;29/03/2024
AF.52079;"numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8460;0350769W;"Lycée polyvalent J-B Le Taillandier - site Notre-Dame des Marais";"9 bis rue Eugène Pacory";"BP 30402";35304;Fougères;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;09/07/2025
AF.52153;"sciences économiques et sociales / arts : histoire des arts / arts : arts plastiques / arts : musique / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives / LLCER anglais / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13001;0010013J;"Lycée Lalande";"16 rue du Lycée";"BP 301";1011;Bourg-en-Bresse;Ain;Auvergne-Rhône-Alpes;Lyon;06/06/2020;22/01/2026
AF.52159;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15479;0590072H;"Lycée de l'Europe";"809 rue du Banc Vert";"BP 58";59640;Dunkerque;Nord;Hauts-de-France;Lille;06/06/2020;20/10/2025
AF.52171;"sciences économiques et sociales / arts : histoire des arts / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives / LLCER anglais / arts : arts plastiques / arts : danse / sciences de l'ingénieur";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3385;0311323V;"Lycée général et technologique Joséphine Baker";"85 avenue Jean Baylet";;31081;Toulouse;Haute-Garonne;Occitanie;Toulouse;06/06/2020;13/05/2025
AF.52180;"sciences économiques et sociales / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / histoire-géographie, géopolitique et sciences politiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18844;0450759F;"Lycée polyvalent privé Charles de Foucauld";"2 rue de l'Abbaye";;45190;Beaugency;Loiret;"Centre-Val de Loire";Orléans-Tours;06/06/2020;16/10/2025
AF.52195;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7064;0850086G;"Lycée général et technologique Saint-Gabriel Saint-Michel";"32 rue du Calvaire";;85290;Saint-Laurent-sur-Sèvre;Vendée;"Pays de la Loire";Nantes;06/06/2020;20/02/2026
AF.52204;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11082;0170051N;"Lycée polyvalent Louis Audouin Dubreuil";"1 rue Philippe Jannet";"BP 35";17415;Saint-Jean-d'Angély;Charente-Maritime;Nouvelle-Aquitaine;Poitiers;06/06/2020;28/03/2025
AF.52205;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13303;0693734J;"Lycée polyvalent Aiguerande";"2 place Georges Dutrève";"BP 50211";69823;Belleville-en-Beaujolais;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;23/01/2026
AF.52213;"LLCER anglais / LLCER anglais - monde contemporain / arts : arts plastiques / arts : musique / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / sciences de l'ingénieur / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10518;0800001S;"Lycée Boucher de Perthes";"1 rue Paul Delique";;80100;Abbeville;Somme;Hauts-de-France;Amiens;06/06/2020;14/10/2025
AF.52225;"arts : arts plastiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4656;0560096A;"Lycée Jeanne d'Arc";"2 rue Pénantraon";;56110;Gourin;Morbihan;Bretagne;Rennes;06/06/2020;10/07/2025
AF.52227;"arts : musique / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / littérature et langues et cultures de l'Antiquité / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / éducation physique, pratiques et culture sportives / LLCER anglais / LLCER anglais - monde contemporain / LLCER allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17516;0590212K;"Lycée Gambetta";"Quai de Bordeaux";;59208;Tourcoing;Nord;Hauts-de-France;Lille;06/06/2020;11/02/2026
AF.52246;"sciences économiques et sociales / arts : arts plastiques / arts : théâtre / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2764;0753838P;"Lycée privé Saint-Sulpice";"68 rue d'Assas";;75006;Paris;Paris;Ile-de-France;Paris;06/06/2020;01/03/2022
AF.52255;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11652;0830032J;"Lycée Thomas Edison";"1 rue Émile Héraud";;83510;Lorgues;Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;16/04/2025
AF.52264;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / numérique et sciences informatiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11400;0450049J;"Lycée Pothier";"2 bis rue Marcel Proust";;45044;Orléans;Loiret;"Centre-Val de Loire";Orléans-Tours;06/06/2020;25/03/2024
AF.52274;"sciences économiques et sociales / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11830;0142173L;"Lycée expérimental";"1000 quartier du Grand parc";;14200;Hérouville-Saint-Clair;Calvados;Normandie;Normandie;06/06/2020;04/02/2021
AF.52290;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER espagnol / LLCER anglais / LLCER anglais - monde contemporain / littérature et langues et cultures de l'Antiquité";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5227;0650062P;"Lycée général privé Jeanne d'Arc";"17 rue Massey";;65000;Tarbes;Hautes-Pyrénées;Occitanie;Toulouse;06/06/2020;16/05/2025
AF.52301;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6921;0721493G;"Lycée Marguerite Yourcenar";"2 rue Du Miroir";"BP 27168";72007;"Le Mans";Sarthe;"Pays de la Loire";Nantes;06/06/2020;10/02/2025
AF.52316;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12510;0781883Y;"Lycée Dumont d'Urville";"2 avenue de Franche-Comté";;78310;Maurepas;Yvelines;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.52327;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3009;0670041F;"Lycée Henri Meck";"10 rue Henri Meck";"BP 32055";67122;Molsheim;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;02/02/2026
AF.52335;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3799;0610702G;"Lycée Marie Immaculée";"6 rue Charles Forget";"BP 96";61500;Sées;Orne;Normandie;Normandie;06/06/2020;12/02/2021
AF.52337;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1828;0060674A;"Lycée Fénelon";"7 avenue Yves Emmanuel Baudoin";;6130;Grasse;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;05/04/2022
AF.52347;"sciences économiques et sociales / arts : arts plastiques / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6305;0131402D;"Lycée polyvalent Charles Péguy";"102 rue Sylvabelle";;13006;Marseille;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;06/06/2020
AF.52352;"sciences économiques et sociales / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7215;0860037Y;"Lycée polyvalent Nelson Mandela";"63 rue de la Bugellerie";"BP 621";86000;Poitiers;Vienne;Nouvelle-Aquitaine;Poitiers;06/06/2020;02/04/2025
AF.52360;"sciences économiques et sociales / arts : histoire des arts / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11850;0941347D;"Lycée Pablo Picasso";"2 avenue Pablo Picasso";;94120;Fontenay-sous-Bois;Val-de-Marne;Ile-de-France;Créteil;06/06/2020;24/02/2026
AF.52364;"sciences économiques et sociales / arts : histoire des arts / arts : arts plastiques / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15666;0760091L;"Lycée Jeanne d'Arc";"2 rue Sainte-Geneviève du Mont";;76000;Rouen;Seine-Maritime;Normandie;Normandie;06/06/2020;09/03/2022
AF.52374;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15084;0694069Y;"Lycée Germaine Tillion";"500 allée de Grands Champs";;69210;Sain-Bel;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;29/01/2021
AF.52386;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13975;0932031C;"Lycée Charles de Gaulle";"102 rue Lavoisier";;93110;Rosny-sous-Bois;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;23/02/2026
AF.52397;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15288;0930127H;"Lycée Clémenceau";"130 rue de Neuilly";;93250;Villemomble;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;24/02/2026
AF.52404;"sciences économiques et sociales / arts : arts plastiques / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8849;0140056K;"Lycée Albert Sorel";"Avenue du Labrador";;14600;Honfleur;Calvados;Normandie;Normandie;06/06/2020;12/02/2021
AF.52416;"sciences de l'ingénieur / mathématiques / numérique et sciences informatiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14487;0240026Y;"Lycée polyvalent Albert Claveille";"80 rue Victor Hugo";"BP 1085";24001;Périgueux;Dordogne;Nouvelle-Aquitaine;Bordeaux;06/06/2020;01/04/2025
AF.52417;"sciences économiques et sociales / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / humanités, littérature et philosophie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13018;0701078S;"Lycée polyvalent Lumière";"33 rue de Grammont";"BP 90155";70306;Luxeuil-les-Bains;Haute-Saône;Bourgogne-Franche-Comté;Besançon;06/06/2020;18/09/2023
AF.52425;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16790;0753898E;"Lycée privé Eugène Napoléon - Saint-Pierre Fourier";"13 rue de Prague";;75012;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/03/2026
AF.52432;"sciences économiques et sociales / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8443;0860021F;"Lycée Guy Chauvet";"Rue de l'Éperon";"BP 10069";86206;Loudun;Vienne;Nouvelle-Aquitaine;Poitiers;06/06/2020;25/02/2026
AF.52441;"humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10888;0672198A;"Lycée polyvalent Le Corbusier";"15 rue Lixenbuhl";"BP 10133";67404;Illkirch-Graffenstaden;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;23/02/2022
AF.52447;"biologie-écologie / mathématiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12639;0150037J;"LEGTA-ENILV Georges Pompidou";"11 rue de Salers";"BP 537";15005;Aurillac;Cantal;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;06/06/2020
AF.52455;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13921;0271051W;"Lycée privé École des Roches";"295 avenue Edmond Demolins";;27130;"Verneuil d'Avre et d'Iton";Eure;Normandie;Normandie;06/06/2020;15/02/2021
